SMILES,metabolite,predict_site
Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)cc1,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)c(O)c3)cc2)cc1|O=C(/C=C/c1ccc(O)cc1)c1ccc(NS(=O)(=O)c2ccc(CO)cc2)cc1,CC1=CC=C(S(=O)(=O)NC2=CC=C(C(=O)/C=C/C3=CC=C([OH:1])C=C3)C=C2)C=C1|CC1=CC=C(S(=O)(=O)NC2=CC=C(C(=O)/C=C/C3=CC=C([OH:1])C=C3)C=C2)C=C1|[CH3:1]C1=CC=C(S(=O)(=O)NC2=CC=C(C(=O)/C=C/C3=CC=C(O)C=C3)C=C2)C=C1|CC1=CC=C(S(=O)(=O)NC2=CC=C(C(=O)/C=C/C3=CC=C([OH:1])C=C3)C=C2)C=C1|CC1=CC=C(S(=O)(=O)NC2=CC=C(C(=O)/C=C/C3=CC=C(O)[CH:1]=C3)C=C2)C=C1|CC1=CC=C(S(=O)(=O)NC2=CC=C(C(=O)/C=C/C3=CC=C([OH:1])C=C3)C=C2)C=C1|CC1=CC=C(S(=O)(=O)NC2=CC=C(C(=O)/C=C/C3=CC=C([OH:1])C=C3)C=C2)C=C1|S(=O)(=O)(C1=CC=C(C)C=C1)NC1=CC=C(C(/C=C/C2=CC=C(O)C=[CH:1]2)=O)C=C1|S(=O)(=O)(C1=CC=C(C)C=C1)NC1=CC=C(C(/C=C/C2=CC=C(O)C=C2)=O)C=[CH:1]1|C(=C/C1=CC=C(O)C=C1)\C(C1=CC=C(N[S:1](=O)(C2=CC=C(C)C=C2)=O)C=C1)=O|CC1=CC=C(S(=O)(=O)NC2=CC=C(C(=O)/C=C/C3=CC=C([OH:1])C=C3)C=C2)C=C1|CC1=CC=C(S(=O)(=O)NC2=CC=C(C(=O)/C=[CH:1]/C3=CC=C(O)C=C3)C=C2)C=C1|S(=O)(=O)(C1=CC=C(C)[CH:1]=C1)NC1=CC=C(C(/C=C/C2=CC=C(O)C=C2)=O)C=C1|C1=CC(C(=O)/C=C/C2=CC=C([OH:1])C=C2)=CC=C1NS(C1=CC=C(C)C=C1)(=O)=O|CC1=CC=C(S(=O)(=O)NC2=CC=C(C(=O)/C=C/C3=CC=C([OH:1])C=C3)C=C2)C=C1
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1C(=O)NCCC1O,CC1=CC=CC(C)=C1OCC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C(C)C)N1CC[CH2:1]NC1=O|CC1=CC=CC(C)=C1OCC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C(C)C)N1[CH2:1]CCNC1=O|CC1=CC=CC(C)=C1OCC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C(C)C)N1[CH2:1]CCNC1=O|C1CNC(=O)N([C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC2=CC=CC=C2)NC(COC2=C(C)C=CC=C2C)=O)[OH:1])C1|CC1=CC=CC([CH3:1])=C1OCC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|CC1=CC=CC(C)=C1OC[C:1](=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|CC1=CC=CC(C)=C1OCC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C(C)[CH3:1])N1CCCNC1=O|C([C@@H](NC(=O)[C@@H](N1C(=O)NC[CH2:1]C1)C(C)C)CC1=CC=CC=C1)[C@@H]([C@@H](NC(COC1=C(C)C=CC=C1C)=O)CC1=CC=CC=C1)O|C([C@@H](N[C:1](=O)[C@@H](N1C(=O)NCCC1)C(C)C)CC1=CC=CC=C1)[C@@H]([C@@H](NC(COC1=C(C)C=CC=C1C)=O)CC1=CC=CC=C1)O|CC1=CC=CC(C)=C1OCC(=O)N[C@@H](CC1=CC=[CH:1]C=C1)[C@@H](O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|C1=CC=CC(C[C@@H]([C@@H](O)C[C@@H](NC([C@@H](N2[C:1](=O)NCCC2)C(C)C)=O)CC2=CC=CC=C2)NC(=O)COC2=C(C)C=CC=C2C)=C1|CC1=C[CH:1]=CC(C)=C1OCC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|CC1=CC=[CH:1]C(C)=C1OCC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|C([C@@H](NC(=O)[C@@H](N1C(=O)N[CH2:1]CC1)C(C)C)CC1=CC=CC=C1)[C@@H]([C@@H](NC(COC1=C(C)C=CC=C1C)=O)CC1=CC=CC=C1)O|CC1=CC=CC(C)=C1OCC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C(C)C)N1CC[CH2:1]NC1=O|C1CNC(=O)N([C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC2=CC=CC=C2)NC(COC2=C(C)C=CC=C2C)=O)[OH:1])C1|C([C@@H](NC(=O)[C@@H](N1C(=O)NCCC1)C(C)C)CC1=CC=[CH:1]C=C1)[C@@H]([C@@H](NC(COC1=C(C)C=CC=C1C)=O)CC1=CC=CC=C1)O|C1=CC=CC(C[C@@H]([C@@H](O)C[C@@H](NC([C@@H](N2[C:1](=O)NCCC2)C(C)C)=O)CC2=CC=CC=C2)NC(=O)COC2=C(C)C=CC=C2C)=C1
Clc1ccc(CCCOCCCN2CCCCC2)cc1,O=C(O)CCCCNCCCOCCCc1ccc(Cl)cc1|[O-][N+]1(CCCOCCCc2ccc(Cl)cc2)CCCCC1,ClC1=CC=C([CH2:1]CCOCCCN2CCCCC2)C=C1|ClC1=CC=C(CCCOCCC[N:1]2CCCCC2)C=C1|ClC1=CC=C(CCCOCCC[N:1]2CCCCC2)C=C1|ClC1=CC=C(CCCOCCCN2CCCC[CH2:1]2)C=C1|ClC1=CC=C(CCCOCCCN2CC[CH2:1]CC2)C=C1|ClC1=CC=C(CCCOCC[CH2:1]N2CCCCC2)C=C1|ClC1=CC=C(CC[CH2:1]OCCCN2CCCCC2)C=C1|ClC1=CC=C(CCCOCCCN2CCC[CH2:1]C2)C=C1|ClC1=CC=C(CCCOCCCN2CCCC[CH2:1]2)C=C1|ClC1=CC=C(C[CH2:1]COCCCN2CCCCC2)C=C1|ClC1=CC=C(CCCOCCCN2CCCCC2)C=[CH:1]1|ClC1=CC=C(CCCOCC[CH2:1]N2CCCCC2)C=C1|ClC1=CC=C(CCCOCCCN2CCCCC2)[CH:1]=C1|ClC1=CC=C(CCCO[CH2:1]CCN2CCCCC2)C=C1|ClC1=CC=C(CCCOCCCN2CCCC[CH2:1]2)C=C1|C1CCCCN1CC[CH2:1]OCCCC1=CC=C(Cl)C=C1
Clc1ccccc1CN1CCc2sccc2C1,O=C1C=C2CN(Cc3ccccc3Cl)CCC2S1|Clc1ccccc1CN1C=C2C=C[S+]=C2CC1|OC1CN(Cc2ccccc2Cl)Cc2ccsc21|O=S1C=CC2=C1CCN(Cc1ccccc1Cl)C2|Clc1ccccc1CN1C=Cc2sccc2C1|Clc1cc2c(s1)CCN(Cc1ccccc1Cl)C2|[O-][N+]1(Cc2ccccc2Cl)CCc2sccc2C1,ClC1=CC=CC=C1CN1CCC2=C(C=[CH:1]S2)C1|ClC1=CC=CC=C1CN1CCC2=C([CH:1]=[CH:2]S2)C1|ClC1=CC=CC=C1C[N:1]1CCC2=C(C=CS2)C1|ClC1=CC=CC=C1C[N:1]1CCC2=C(C=CS2)C1|ClC1=CC=CC=C1CN1CCC2=C([CH:1]=CS2)C1|ClC1=CC=CC=C1CN1CCC2=C(C=[CH:1]S2)C1|ClC1=CC=CC=C1CN1CCC2=C(C=C[S:1]2)C1|ClC1=CC=CC=C1CN1CC[C:1]2=[C:2](C=CS2)C1|C12=C(C=C[S:1]1)CN(CC1=CC=CC=C1Cl)CC2|C12=C(C=C[S:1]1)CN(CC1=CC=CC=C1Cl)CC2|ClC1=CC=CC=C1CN1C[CH2:1]C2=C(C=CS2)C1|C1=CC2=C(S1)CCN([CH2:1]C1=C(Cl)C=CC=C1)C2|C12=C(C=CS1)CN(CC1=CC=[CH:1]C=C1Cl)CC2|ClC1=CC=CC=C1CN1CCC2=C(C=[CH:1]S2)C1|C1=CC=CC(CN2[CH2:1]C3=C(SC=C3)CC2)=C1Cl|C12=C(C=CS1)[CH2:1]N(CC1=CC=CC=C1Cl)CC2|ClC1=CC=CC=C1CN1CCC2=C(C=[CH:1]S2)C1|C12=C(C=CS1)CN(CC1=CC=CC=C1Cl)[CH2:1]C2
Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c2ncn(C)c2c1=O|Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O|Cn1cnc2c1c(=O)[nH]c(=O)n2C|Cn1c(=O)c2[nH]cnc2n(C)c1=O,CN1C(=O)C2=C(N=[CH:1]N2C)N(C)C1=O|CN1C(=O)C2=C(N=[CH:1]N2C)N(C)C1=O|CN1C(=O)C2=C(N=[CH:1]N2C)N(C)C1=O|CN1C(=O)C2=C(N=[CH:1]N2C)N(C)C1=O|CN1C(=O)C2=C(N=[CH:1]N2C)N(C)C1=O|CN1C(=O)C2=C(N=[CH:1]N2C)N(C)C1=O|[CH3:1]N1C(=O)C2=C(N=CN2C)N(C)C1=O|C1(=O)N(C)C(=O)N(C)C2=C1N([CH3:1])C=N2|C12=C(N=[CH:1]N1C)N(C)C(=O)N(C)C2=O|O=C1N(C)C2=C(C(=O)N1C)N(C)C=[N:1]2|O=C1N(C)C2=C(C(=O)N1C)N(C)C=[N:1]2|O=C1N([CH3:1])C2=C(C(=O)N1C)N(C)C=N2|O=C1N(C)C2=C(C(=O)N1C)N(C)[CH:1]=[N:2]2
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)c(F)c1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C=S(=O)(O)O)OC4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(NCC(=O)O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C(=O)O)OC4=O)cc3F)cn2)n1,CN1N=NC(C2=CC=C(C3=CC=C(N4C[C@H](C[OH:1])OC4=O)C=C3F)C=N2)=N1|CN1N=NC(C2=CC=C(C3=CC=C(N4C[C@H]([CH2:1][OH:2])OC4=O)C=C3F)C=N2)=N1|CN1N=NC(C2=CC=C(C3=CC=C(N4[CH2:1][C@H](CO)OC4=O)C=C3F)C=N2)=N1|C1(C2=NN(C)N=N2)=NC=C(C2=C(F)C=C(N3[CH2:1][C@H](CO)OC3=O)C=C2)C=C1|C1(C2=NN(C)N=N2)=NC=C(C2=C(F)C=C(N3C[C@H](CO)O[C:1]3=O)C=C2)C=C1|C1(C2=NN(C)N=N2)=NC=C(C2=C(F)C=C(N3C[C@H](CO)O[C:1]3=O)C=C2)C=C1|CN1N=NC(C2=CC=C(C3=CC=C(N4[CH2:1][C@H](CO)OC4=O)C=C3F)C=N2)=N1|CN1N=NC(C2=CC=C(C3=CC=C(N4[CH2:1][C@H](CO)OC4=O)C=C3F)C=N2)=N1|C1(C2=NN(C)N=N2)=NC=C(C2=C(F)C=C(N3C[C@H](CO)OC3=O)C=[CH:1]2)C=C1|C1(=O)N(C2=C[C:1](F)=C(C3=CC=C(C4=NN(C)N=N4)N=C3)C=C2)C[C@H](CO)O1|CN1N=NC(C2=CC=C(C3=CC=C(N4C[C@H]([CH2:1]O)OC4=O)C=C3F)C=N2)=N1|C1=C(N2C(=O)O[C@@H]([CH2:1]O)C2)C=C(F)C(C2=CN=C(C3=NN(C)N=N3)C=C2)=C1|C1(C2=NN(C)N=N2)=NC=C(C2=C(F)C=C(N3C[C@H](CO)OC3=O)C=C2)C=[CH:1]1|CN1N=NC(C2=CC=C(C3=CC=C(N4C[C@H]([CH2:1]O)OC4=O)C=C3F)C=N2)=N1|CN1N=NC(C2=CC=C(C3=CC=C(N4C[C@H]([CH2:1][OH:1])OC4=O)C=C3F)C=N2)=N1
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,O=C(O)c1cn(Cc2c(F)cccc2F)nn1,N[C:1](=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1|NC(=O)C1=CN([CH2:1]C2=C(F)C=CC=C2F)N=N1|C1=C[C:1](F)=C(CN2C=C(C(N)=O)N=N2)C(F)=C1|C1=CC(F)=C(CN2C=C(C(N)=O)N=N2)C(F)=[CH:1]1|NC(=O)[C:1]1=[CH:2]N(CC2=C(F)C=CC=C2F)N=N1|[CH:1]1=CC(F)=C(CN2C=C(C(N)=O)N=N2)C(F)=C1|[NH2:1]C(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1|NC(=O)C1=[CH:1]N(CC2=C(F)C=CC=C2F)N=N1|C1=CC(F)=C(CN2C=C(C(N)=O)N=[N:1]2)C(F)=C1|C(C1=C(F)C=CC=C1F)N1N=NC(C(=O)[NH2:1])=C1|[NH2:1]C(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1|C1=CC(F)=C(CN2C=C(C(N)=O)N=[N:1]2)C(F)=C1|C1=CC(F)=C(CN2C=C(C(N)=O)N=[N:1]2)C(F)=C1|C1(F)=C(CN2C=C(C(=O)N)N=N2)C(F)=C[CH:1]=[CH:2]1|[CH2:1](C1=C(F)C=CC=C1F)N1N=NC(C(=O)N)=C1|[NH2:1]C(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1|NC(=O)C1=[CH:1]N(CC2=C(F)C=CC=C2F)N=N1|NC(=O)C1=C[N:1](CC2=C(F)C=CC=C2F)N=N1|O=C(C1=[CH:1]N(CC2=C(F)C=CC=C2F)N=N1)N
NC(=O)c1nc(F)cnc1O,NC(=O)c1nc(F)c(O)nc1O,N[C:1](=O)C1=NC(F)=CN=C1O|NC(=O)C1=NC(F)=[CH:1]N=C1O|NC(=O)C1=NC(F)=CN=C1[OH:1]|NC(=O)C1=NC(F)=CN=C1[OH:1]|F[C:1]1=NC(C(N)=O)=C(O)N=C1|NC(=O)C1=NC(F)=[CH:1]N=C1O|C1(F)=NC([C:1](=O)N)=C(O)N=C1|NC(=O)C1=NC(F)=[CH:1]N=C1O|C1(F)=CN=C(O)C([C:1](=O)N)=N1|NC(=O)C1=NC(F)=CN=C1[OH:1]|[C:1]1(F)=NC(C(=O)N)=C(O)N=C1|O=C(C1=[C:1](O)N=CC(F)=N1)N|NC(=O)C1=NC(F)=[CH:1]N=C1O|C1(F)=NC(C(=O)N)=C(O)N=[CH:1]1|NC(C1=C(O)[N:1]=CC(F)=N1)=O|NC(C1=C(O)[N:1]=CC(F)=N1)=O|C1(F)=NC(C(=O)N)=C(O)[N:1]=C1|C1(F)=CN=[C:1](O)C(C(=O)N)=N1|[NH2:1]C(C1=C(O)N=CC(F)=N1)=O|C1(F)=C[N:1]=C(O)C(C(=O)N)=N1|NC(=O)C1=NC(F)=C[N:1]=C1O
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,NC(N)=Nc1nc(CS(=O)CCC(N)=NS(N)(=O)=O)cs1,NC(N)=NC1=NC(C[S:1]CCC(N)=NS(N)(=O)=O)=CS1|NC(N)=NC1=NC(C[S:1]CCC(N)=NS(N)(=O)=O)=CS1|NC(N)=NC1=NC(C[S:1]CCC(N)=NS(N)(=O)=O)=CS1|NC(N)=NC1=NC(CSCCC(N)=N[S:1](N)(=O)=O)=CS1|NC(N)=NC1=NC([CH2:1]SCCC(N)=NS(N)(=O)=O)=CS1|C(C[S:1]CC1=CSC(N=C(N)N)=N1)C(N)=NS(N)(=O)=O|NC(N)=NC1=NC(CS[CH2:1]CC(N)=NS(N)(=O)=O)=CS1|O=S(=O)(N)N=C([NH2:1])CCSCC1=CSC(N=C(N)N)=N1|NC(N)=NC1=NC(C[S:1]CCC(N)=NS(N)(=O)=O)=CS1|O=S(=O)(N)N=[C:1](N)CCSCC1=CSC(N=C(N)N)=N1|NC(N)=NC1=NC(CSC[CH2:1]C(N)=NS(N)(=O)=O)=CS1|N(=C(N)N)C1=NC(CSCCC(=NS(=O)(=O)[NH2:1])N)=CS1|O=S(=O)(N)N=C(N)CC[S:1]CC1=CSC(N=C(N)N)=N1|N[C:1](=NS(N)(=O)=O)CCSCC1=CSC(N=C(N)N)=N1|NC(N)=N[C:1]1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1|N(S(N)(=O)=O)=C(CC[S:1]CC1=CSC(N=C(N)N)=N1)N|N(S(N)(=O)=O)=C(CC[S:1]CC1=CSC(N=C(N)N)=N1)N|O=S(=O)(N)N=C(N)CCSCC1=CSC(N=C(N)[NH2:1])=N1
N[C@@H](Cc1cc(O)c(O)cc1[18F])C(=O)O,NCCc1cc(O)c(O)cc1[18F],C1=C(O)C([OH:1])=CC(C[C@H](N)C(=O)O)=C1[18F]|[NH2:1][C@@H](CC1=CC(O)=C(O)C=C1[18F])C(=O)O|C1([OH:1])=CC(C[C@H](N)C(O)=O)=C([18F])C=C1O|C1(O)=CC(C[C@H](N)C(O)=O)=C([18F])C=C1[OH:1]|N[C@@H](CC1=CC(O)=C([OH:1])C=C1[18F])C(=O)O|[NH2:1][C@@H](CC1=CC(O)=C(O)C=C1[18F])C(=O)O|C1=C(O)C([OH:1])=CC(C[C@H](N)C(=O)O)=C1[18F]|C1(C[C@@H](C(O)=O)N)=CC(O)=C([OH:1])C=C1[18F]|C1([OH:1])=CC(C[C@H](N)C(O)=O)=C([18F])C=C1O
O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,O=c1[nH]n(-c2ccc(I)cc2F)c2c1ccc1cncn12|NC(=O)c1ccc2cncn2c1Nc1ccc(I)cc1F,O=[C:1](NOCCO)C1=C(NC2=CC=C(I)C=C2F)N2C(=CN=C2)C=C1|O=C(NOCCO)C1=C(NC2=CC=C(I)C=C2F)N2C(=CN=[CH:1]2)C=C1|C(O)CONC(C1=C(NC2=C(F)C=C(I)C=C2)N2C=NC=C2[CH:1]=C1)=O|O=C(NOCCO)C1=C(NC2=CC=C(I)C=C2F)N2C(=CN=C2)C=[CH:1]1|C(O)CONC(C1=C(NC2=[C:1](F)C=C(I)C=C2)N2C=NC=C2C=C1)=O|IC1=CC(F)=C(NC2=C(C(NOCCO)=O)C=CC3=[CH:1]N=CN23)C=C1|C(O)CONC(C1=C(NC2=C(F)C=C(I)C=C2)N2C=N[CH:1]=C2C=C1)=O|O=C(NO[CH2:1]CO)C1=C(NC2=CC=C(I)C=C2F)N2C(=CN=C2)C=C1|C(O)CONC(C1=C(NC2=C(F)C=C(I)C=[CH:1]2)N2C=NC=C2C=C1)=O|O=C(NOCCO)C1=C(NC2=CC=[C:1](I)C=C2F)N2C(=CN=C2)C=C1|O=C(NOCCO)C1=[C:1](NC2=CC=C(I)C=C2F)N2C(=CN=C2)C=C1|O=C(NOCCO)C1=C(NC2=CC=C(I)C=C2F)N2C(=CN=[CH:1]2)C=C1|C(O)CONC(C1=C(NC2=C(F)C=C(I)[CH:1]=C2)N2C=NC=C2C=C1)=O|C(O)CONC(C1=C(NC2=C(F)C=C(I)C=C2)N2C=NC=C2[CH:1]=[CH:2]1)=O|O=C(NOCCO)C1=C(NC2=CC=C(I)C=C2F)N2C(=CN=[CH:1]2)C=C1|O=C(NOCC[OH:1])C1=C(NC2=CC=C(I)C=C2F)N2C(=CN=C2)C=C1
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(CO)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|Nc1ccc([C@@H](O)[C@H](N)CO)cc1|O=C(O)C(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|CC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1|O=C(N[C@H](COS(=O)(=O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl|O=C(N[C@H](COC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(N[C@H](C[OH:1])[C@H](O)C1=CC=C([N+](=O)[O-])C=C1)C(Cl)Cl|[N+](=O)(C1=CC=C([C@H]([C@H](NC(C(Cl)Cl)=O)C[OH:1])O)C=C1)[O-]|C1=CC([C@H]([C@H](NC(=O)C(Cl)Cl)C[OH:1])O)=CC=C1[N+](=O)[O-]|O=C(N[C@H](C[OH:1])[C@H](O)C1=CC=C([N+](=O)[O-])C=C1)C(Cl)Cl|O=C(N[C@H](CO)[C@H]([OH:1])C1=CC=C([N+](=O)[O-])C=C1)C(Cl)Cl|[C@@H]([C@H](O)C1=CC=C([N+](=O)[O-])C=C1)(NC(C(Cl)Cl)=O)C[OH:1]|[C@@H](NC(C(Cl)Cl)=O)(C[OH:1])[C@H](O)C1=CC=C([N+]([O-])=O)C=C1|O=[C:1](N[C@H](CO)[C@H](O)C1=CC=C([N+](=O)[O-])C=C1)C(Cl)Cl|C1=CC([C@H]([C@H](NC(=O)C(Cl)Cl)C[OH:1])O)=CC=C1[N+](=O)[O-]|C1=C([C@@H](O)[C@@H](CO)NC(C(Cl)Cl)=O)C=[CH:1]C([N+]([O-])=O)=C1|O=C(N[C@H](CO)[C@H](O)C1=CC=C([N+:1](=O)[O-])C=C1)C(Cl)Cl|[C@@H]([C@H](O)C1=CC=C([N+](=O)[O-])C=C1)(NC(C(Cl)Cl)=O)C[OH:1]|O=C(N[C@H](C[OH:1])[C@H](O)C1=CC=C([N+](=O)[O-])C=C1)C(Cl)Cl|O=C(N[C@H](CO)[C@H](O)C1=CC=C([N+](=O)[O-])C=C1)[CH:1](Cl)Cl
O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,C(OC[C@H]([C@@H](C1=CC=C([N+]([O-])=O)C=C1)O)NC(=O)C(Cl)Cl)(=O)CCC(=O)[OH:1]|C1=CC([N+]([O-])=O)=CC=C1[C@H]([C@H](NC(C(Cl)Cl)=O)COC(CCC(=O)[OH:1])=O)O|[N+]([O-])(C1=CC=C([C@H]([C@@H](COC(CCC(=O)O)=O)NC(C(Cl)Cl)=O)[OH:1])C=C1)=O|C1=CC([N+]([O-])=O)=CC=C1[C@H]([C@H](NC(C(Cl)Cl)=O)COC(CCC(=O)O)=O)[OH:1]|C(OC[C@H]([C@@H](C1=CC=C([N+]([O-])=O)C=C1)O)NC(=O)C(Cl)Cl)(=O)CCC(=O)[OH:1]|C1=CC([N+]([O-])=O)=CC=C1[C@H]([C@H](NC(C(Cl)Cl)=O)COC(CCC(=O)[OH:1])=O)O|O[C@H](C1=CC=C([N+:1]([O-])=O)C=C1)[C@H](NC(C(Cl)Cl)=O)COC(CCC(=O)O)=O|O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H]([OH:1])C1=CC=C([N+](=O)[O-])C=C1|[N+]([O-])(C1=CC=C([C@H]([C@@H](COC(CCC(=O)O)=O)NC(C(Cl)Cl)=O)[OH:1])C=C1)=O|C(OC[C@H]([C@@H](C1=CC=C([N+]([O-])=O)C=C1)O)NC(=O)C(Cl)Cl)(=O)CCC(=O)[OH:1]|C1=CC([N+]([O-])=O)=CC=C1[C@H]([C@H](NC(C(Cl)Cl)=O)COC(CCC(=O)[OH:1])=O)O
