substrate,all_predictions,metabolite
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,O=C1C2=C(O)C=CC(N(C)C)=C2C[C@@H]3C1=C(O)[C@@]4(C(C(C(N)=O)=C(O)C(N(C)C)([C@@H]4C3)O)=O)O|O=C1C2=C(OC3OC(C(O)C(O)C3O)C(O)=O)C=CC(N(C)C)=C2C[C@@H]4C1=C(O)[C@@]5(C(C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]5C4)=O)O|O=C1C2=C(O)C(=CC(N(C)C)=C2C[C@@H]3C1=C(O)[C@@]4(C(C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]4C3)=O)O)O|O=C1C2=C(O)C=CC(N(C)C)=C2C[C@@H]3C1=C(O)[C@@]4(C(C(C(N)=O)=C(O)C([C@@H]4C3)=O)=O)O|N(C)C1=CC=C(O)C2=C1CC3CC4C(N(C)C)C(O)=C(C(N)=O)C(=O)C4(O)C(O)=C3C2=O|O=C1C2=C(O)C=CC(N(C)C)=C2C[C@@H]3C1=C(O)[C@@]4(C(C(C(N)=O)=C(O)[C@@H](N(C)C)C4(C3)O)=O)O|OC1C2=C(O)C=CC(N(C)C)=C2C[C@@H]3C1=C(O)[C@@]4(C(C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]4C3)=O)O|CNC|O=C1C2=C(O)C=C(C(N(C)C)=C2C[C@@H]3C1=C(O)[C@@]4(C(C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]4C3)=O)O)O|O=C1C2=C(O)C=CC(N(C)C)=C2C[C@@H]3C1=C(O)[C@@]4(C(C(C(N)=O)=C(O)[C@@H](NC)[C@@H]4C3)=O)O|O=C1C2=C(O)C=CC(N(C)C)=C2CC3(C1=C(O)[C@@]4(C(C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]4C3)=O)O)O|O=C|O=C1C2=C(O)C=CC(N(C)C)=C2C[C@@H]3C1=C(O)[C@@]4(C(C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]4C3)O)O|CN(C)C1=CC=C(O)C2=C1CC3CC4C(NC)C(O)=C(C(N)=O)C(=O)C4(O)C(O)=C3C2=O|O=C1C2=C(O)C=CC(N(C)C)=C2C[C@@H]3C1=C(O)[C@@]4(C(C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]4C3O)=O)O|O=C1C2=C(O)C=CC(NC)=C2C[C@@H]3C1=C(O)[C@@]4(C(C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]4C3)=O)O|O=C1C2=C(O)C=CC(N(C)C)=C2C[C@@H]3C1=C(O)[C@@]4(C(C(C(N)=O)=C(O)[C@@H]([N+](C)(C)C5OC(C(O)C(C5O)O)C(O)=O)[C@@H]4C3)=O)O|O=C1C2=C(O)C=CC(N(C)C)=C2C[C@@H]3C1=C(O)[C@@]4(C(C(C(N)=O)=C(O)[C@@H]([N+](C)(C)[O-])[C@@H]4C3)=O)O,CN[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4C[C@H]3C[C@@H]12|CNc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O|CN(C)c1cc(O)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,[C@H]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C3=CC=CC=C3)C(O)=O|S1[C@H]2N([C@H](C1(C)C)C(=O)NCC(O)=O)C(=O)[C@H]2NC(=O)[C@H](N)C3=CC=C(O)C=C3|S1[C@@H](N[C@H](C1(C)C)C(O)=O)[C@@H](C(=O)O)NC(=O)[C@H](N)C2=CC=C(O)C=C2|S1[C@H]2N([C@H](C1(C)C)C(=O)OC(C[N+](C)(C)C)CC([O-])=O)C(=O)[C@H]2NC(=O)[C@H](N)C3=CC=C(O)C=C3|CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C(=C3)O)O)N)C(=O)O)C|S1[C@H]2N([C@H](C1(C)C)C(O)=O)C(=O)[C@H]2NC(=O)[C@H](N)C3=CC=C(OC4OC(C(O)C(O)C4O)C(O)=O)C=C3|S1[C@H]2N([C@H](C1(C)C)C(O)=O)C(=O)[C@H]2NC(=O)C(N)(C3=CC=C(O)C=C3)O|S1[C@H]2N([C@H](C1(C)C)C(OC3OC(C(O)C(O)C3O)C(O)=O)=O)C(=O)[C@H]2NC(=O)[C@H](N)C4=CC=C(O)C=C4|S1[C@H]2N([C@H](C1(C)C)C(O)=O)C(=O)[C@H]2N(C(=O)[C@H](N)C3=CC=C(O)C=C3)C(C)=O|S1([C@H]2N([C@H](C1(C)C)C(O)=O)C(=O)[C@H]2NC(=O)[C@H](N)C3=CC=C(O)C=C3)=O|S1[C@H]2[N+]([C@H](C1(C)C)C(O)=O)(C(=O)[C@H]2NC(=O)[C@H](N)C3=CC=C(O)C=C3)[O-]|S1[C@H]2N([C@H](C1(C)CO)C(O)=O)C(=O)[C@H]2NC(=O)[C@H](N)C3=CC=C(O)C=C3|S1[C@H]2N([C@H](C1(C)C)C(O)=O)C(=O)[C@H]2NC(=O)[C@H](N)C3=CC=C(O)C(=C3)O,CC1(C)CN2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2S1|CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)c(O)c3)C(=O)N2[C@H]1C(=O)O|CC1(CO)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O|C[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccc(O)cc1|CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(OC4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3)C(=O)N2[C@H]1C(=O)O
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,C(C(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C)O|CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)=O|CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)(N(C)C)O|CNC|CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)[N+](C)(C)C4OC(C(O)=O)C(C(C4O)O)O|O=C|CC(CN1C2=CC(=CC=C2SC3=CC=CC=C31)O)N(C)C|CC(CN1C2=CC=C(C=C2SC3=CC=CC=C31)O)N(C)C|CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)[N+](C)(C)[O-]|C=C(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C|CC(CN1C2=CC=CC=C2S(C3=CC=CC=C31)=O)N(C)C|CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)NC|CC(C(N1C2=CC=CC=C2SC3=CC=CC=C31)O)N(C)C|CC(C=O)N(C)C|N1C2=CC=CC=C2SC3=CC=CC=C31,CC(CN1c2ccccc2[S+]([O-])c2ccccc21)N(C)C|CC(CN1c2ccccc2S(=O)c2ccccc21)N(C)C|CNC(C)CN1c2ccccc2Sc2ccccc21|CC(CN1c2ccccc2SC2=CCC(=O)CC21)N(C)C|CC(CN1c2ccccc2SC2C=CC(O)=CC21)N(C)C|CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)C1OC(C(=O)O)C(O)C(O)C1O
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C=3C(C(=C(C(C3)I)OCCN(CC)CC)I)SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O|CCCC(C1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I)O|CC(CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I)O|C(CN(CC)CC)=O|C(CCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I)O|CCC(CC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I)O|CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)O)I|CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCC[N+](CC)(CC)[O-])I|CCNCC|CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCC(N(CC)CC)O)I|CCCCC1=C(C2=CC=CC(=C2O1)O)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I|CCCCC1=C(C2=C(C=CC=C2O1)O)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I|CCCCC1=C(C2=CC=C(C=C2O1)O)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I|C=CCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I|CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCNCC)I|CCCCC1=C(C2=CC(=CC=C2O1)O)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I|CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCC=O)I|CCCCC1=C(C2=CC=CC=C2O1)C(O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I|CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=C(C(=C(C(=C3)I)OCCN(CC)CC)I)O|CC=O|CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CCO)I|CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)C(C)O)I|CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCC[N+](CC)(CC)C4OC(C(O)=O)C(C(C4O)O)O)I,CCN(CC)CCOc1c(I)cc(C(=O)c2c(CCCCO)oc3ccccc23)cc1I|CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[N+](O)(CC)CC)c(I)c1|CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[N+](CC)(CC)[C@@H]2OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(I)c1|CCCCc1oc2cc(O)ccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1|CCCCc1oc2ccccc2c1C(=O)c1ccc(OCCN(CC)CC)c(I)c1|CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1|CCN(CC)CCOc1c(I)cc(C(=O)c2c(CCC(C)O)oc3ccccc23)cc1I|CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCO)c(I)c1|CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1C(OC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O)O|CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCNCC4)F)C(=O)O|C[C@H]1COC2=C3[N+]1(C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O)[O-]|C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4C(CN(CC4)C)O)F)C(=O)O|C[C@H]1COC2=C3N1C=C(C(O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O|C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2NCCN(CC=O)C)F)C(=O)O|C[C@H]1COC2=C3N1C=C(C(=O)C3=C(C(=C2N4CCN(CC4)C)F)O)C(=O)O|C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)OC5OC(C(O)C(O)C5O)C(O)=O|CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CC[N+](CC4)(C)[O-])F)C(=O)O|C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)NCC(O)=O|O=C|C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCNCC4)F)C(=O)O|CC(COC1=C2NC=C(C(=O)C2=CC(=C1N3CCN(CC3)C)F)C(=O)O)=O|C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CC[N+](CC4)(C)[O-])F)C(=O)O|C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CC(N(CC4)C)O)F)C(=O)O|C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2[N+]4(CCN(CC4)C)[O-])F)C(=O)O|C([C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O)O|C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)OC(C[N+](C)(C)C)CC([O-])=O|CC1(COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O)O,C[C@H]1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23|C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23|C[C@H]1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CC(C1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2)O|C=CC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2|CCC1(C(=O)NC(=O)NC1=O)C2=CC=C(C=C2)O|CCC1(C(=O)NC(=O)NC1=O)C2=C(C=CC=C2)O|CCC1(C(=O)NC(=O)NC1=O)C2=CC(=CC=C2)O|CCC(C(=O)NC(=O)N)(C(=O)O)C1=CC=CC=C1|C(CC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2)O,CC[C@@]1(c2ccccc2)C(=O)NC(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O|CCC(C(N)=O)(C(N)=O)c1ccccc1|CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O|CCC1(c2ccccc2)C(=O)NC(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O|CCC1(c2ccc(O)c(OC)c2)C(=O)NC(=O)NC1=O|CC[C@]1(c2ccccc2)C(=O)NC(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O|CCC1(c2ccc(O)c(O)c2)C(=O)NC(=O)NC1=O
CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(C(O)C(O)C2O)S(C)=O)N(C)C1|C(CC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1)O|C=CC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[N+](C)=C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](OS(O)(=O)=O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)C2=O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H]([S+](C)C)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)C(=O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)NC1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2OC3OC(C(O)=O)C(C(C3O)O)O)N(C)C1|CCC[C@@H]1C([C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1)O|CCC[C@@H]1CC(C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)=[N+](C)C1|O=C|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[N+](C)(C1)[O-]|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](OC3OC(C(O)=O)C(C(C3O)O)O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1O|CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)NC1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2OC([C@H](O)[C@@H](O)[C@H]2O)O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(=C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1|CCC([C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1)O|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](OC3OC(C(O)=O)C(C(C3O)O)O)[C@@H](O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)(Cl)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1|SC|CC(C[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1)O|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2OS(O)(=O)=O)N(C)C1|CCC[C@@H]1CC(C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)(N(C)C1)O|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](OS(O)(=O)=O)[C@@H](O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)C(=O)[C@@H](O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(CO)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,CCC[C@H]1CN[C@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](S(C)=O)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1
CN[C@@H](C)[C@H](O)c1ccccc1,CNC(=C)[C@H](O)C1=CC=CC=C1|C(C)([C@H](O)C1=CC=CC=C1)=O|CN[C@@H](C)C(=O)C1=CC=CC=C1|CN[C@@H](C)[C@H](OC1OC(C(O)=O)C(C(C1O)O)O)C2=CC=CC=C2|OC(C1=CC(=CC=C1)O)C(NC)C|O=C|CN[C@@H](CO)[C@H](O)C1=CC=CC=C1|CN[C@@H](C)[C@H](O)C1=C(C=CC=C1)O|CN[C@@H](C)[C@H](O)C1=CC=C(C=C1)O|OC(C1=CC=CC=C1)C(N)C|N[C@@H](C)[C@H](O)C1=CC=CC=C1|CN[C@@H](C)[C@H](OS(O)(=O)=O)C1=CC=CC=C1|NC,C[C@H](N)[C@H](O)c1ccccc1|C[C@H](O)[C@H](O)c1ccccc1|C[C@@H](N)[C@@H](O)c1ccccc1
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,CC1=CC=CC(C)=C1OCC(=O)NC(CC2=CC=CC=C2)C(O)CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCC(NC4=O)O|O=C(N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2)C(C)C)CC3=CC=CC=C3)COC4=C(C(=CC=C4C)O)C|O=C(N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2)C(C)C)CC3=CC=C(C=C3)O)COC4=C(C=CC=C4C)C|O=C(N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NC(CC2)O)C(C)C)CC3=CC=CC=C3)COC4=C(C=CC=C4C)C|O=C(N[C@@H](CC1=CC=C(C=C1)O)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2)C(C)C)CC3=CC=CC=C3)COC4=C(C=CC=C4C)C|O=C(N[C@@H](CC1=CC=CC=C1)[C@@H](OS(O)(=O)=O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2)C(C)C)CC3=CC=CC=C3)COC4=C(C=CC=C4C)C|O=C(N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2)C(C)C)CC3=C(C=CC=C3)O)COC4=C(C=CC=C4C)C|O=C(N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2)C(C)(C)O)CC3=CC=CC=C3)COC4=C(C=CC=C4C)C|O=C(N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2)C(C)C)CC3=CC=CC=C3)COC4=C(C=CC=C4C)CO|O=C(N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCC(C2)O)C(C)C)CC3=CC=CC=C3)COC4=C(C=CC=C4C)C|O=C(N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2)C(C)C)CC3=CC=CC=C3)C=O|O=C(N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2)C(=C)C)CC3=CC=CC=C3)COC4=C(C=CC=C4C)C|O=C(N[C@@H](C(C1=CC=CC=C1)O)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2)C(C)C)CC3=CC=CC=C3)COC4=C(C=CC=C4C)C|O=C(N[C@@H](CC1=CC=CC=C1)C(=O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2)C(C)C)CC3=CC=CC=C3)COC4=C(C=CC=C4C)C|O=C(N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2O)C(C)C)CC3=CC=CC=C3)COC4=C(C=CC=C4C)C|O=C(N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2)C(C)C)C(C3=CC=CC=C3)O)COC4=C(C=CC=C4C)C|CC1=CC=CC(C)=C1O|O=C(N[C@@H](CC1=C(C=CC=C1)O)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2)C(C)C)CC3=CC=CC=C3)COC4=C(C=CC=C4C)C|O=C(N[C@@H](CC1=CC=CC=C1)[C@@H](OC2OC(C(O)=O)C(C(C2O)O)O)C[C@@H](NC(=O)[C@@H](N3C(=O)NCCC3)C(C)C)CC4=CC=CC=C4)COC5=C(C=CC=C5C)C|O=C(N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@@H](NC(=O)[C@@H](N2C(=O)NCCC2)C(C)CO)CC3=CC=CC=C3)COC4=C(C=CC=C4C)C,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1C(=O)NCCC1O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,NC(=O)C1=CN(CC2=C(F)C(=CC=C2F)O)N=N1|NC(=O)C1=CN(CC2=C(F)C=C(C=C2F)O)N=N1|NC(=O)C1=CN(C(C2=C(F)C=CC=C2F)O)N=N1,O=C(O)c1cn(Cc2c(F)cccc2F)nn1
O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,ClC(Cl)C(=O)N[C@@H]([C@H](OC1OC(C(O)=O)C(C(C1O)O)O)C2=CC=C([N+]([O-])=O)C=C2)COC(=O)CCC(O)=O|ClC(Cl)C(=O)N[C@@H]([C@H](O)C1=CC=C([N+]([O-])=O)C=C1)COC(=O)CC(C(O)=O)O|OC(=O)CCC(O)=O|ClC(Cl)C(=O)N[C@@H]([C@H](O)C1=CC=C([N+]([O-])=O)C=C1)COC(=O)C(CC(O)=O)O|ClC(Cl)(C(=O)N[C@@H]([C@H](O)C1=CC=C([N+]([O-])=O)C=C1)COC(=O)CCC(O)=O)O|ClC(Cl)C(=O)N[C@@H]([C@H](OS(O)(=O)=O)C1=CC=C([N+]([O-])=O)C=C1)COC(=O)CCC(O)=O|ClC(Cl)C(=O)N[C@@H](C(=O)C1=CC=C([N+]([O-])=O)C=C1)COC(=O)CCC(O)=O|ClC(Cl)C(=O)N[C@@H]([C@H](O)C1=CC=C([N+](=O)[O-])C=C1)CO|ClC(Cl)C(=O)N[C@@H]([C@H](O)C1=CC=C([N+]([O-])=O)C=C1)COC(=O)CCC(OC2OC(C(O)C(O)C2O)C(O)=O)=O|ClC(Cl)C(=O)N[C@@H]([C@H](O)C1=CC=C([N+]([O-])=O)C=C1)COC(=O)CCC(=O)NCC(O)=O|C(Cl)C(=O)N[C@@H]([C@H](O)C1=CC=C([N+]([O-])=O)C=C1)COC(=O)CCC(O)=O,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
