substrate,metabolite,mapped_rxn,pred_rxn,site_truth
CN[C@@H](C)[C@H](O)c1ccccc1,C[C@@H](N)[C@@H](O)c1ccccc1,C[C@@H](N)[C@@H](O)c1ccccc1>>CN[C@@H](C)[C@H](O)c1ccccc1,[CH3:4][C@@H:3]([NH2:2])[C@@H:5]([OH:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>C[NH:2][C@@H:3]([CH3:4])[C@H:5]([OH:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,C[C@@H]([C@H](O)c1ccccc1)[NH:1]C
COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)CO,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)CO>>COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,[CH3:1][O:2][c:3]1[c:4](-[c:5]2[cH:6][cH:7][c:8]3[cH:9][c:10]([NH:11][S:12]([CH3:13])(=[O:14])=[O:15])[cH:16][cH:17][c:18]3[cH:19]2)[cH:20][c:21](-[n:22]2[cH:23][cH:24][c:25](=[O:26])[nH:27][c:28]2=[O:29])[cH:30][c:31]1[C:32]([CH3:33])([CH3:34])[CH2:35]O>>[CH3:1][O:2][c:3]1[c:4](-[c:5]2[cH:6][cH:7][c:8]3[cH:9][c:10]([NH:11][S:12]([CH3:13])(=[O:14])=[O:15])[cH:16][cH:17][c:18]3[cH:19]2)[cH:20][c:21](-[n:22]2[cH:23][cH:24][c:25](=[O:26])[nH:27][c:28]2=[O:29])[cH:30][c:31]1[C:32]([CH3:33])([CH3:34])[CH3:35],COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)[CH3:1]
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(Cc2c[n+]([O-])c(N)nc2N)cc(OC)c1OC,COc1cc(Cc2c[n+]([O-])c(N)nc2N)cc(OC)c1OC>>COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][c:7]2[cH:8][n+:9]([O-])[c:10]([NH2:11])[n:12][c:13]2[NH2:14])[cH:15][c:16]([O:17][CH3:18])[c:19]1[O:20][CH3:21]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][c:7]2[cH:8][n:9][c:10]([NH2:11])[n:12][c:13]2[NH2:14])[cH:15][c:16]([O:17][CH3:18])[c:19]1[O:20][CH3:21],COc1cc(Cc2c[n:1]c(N)nc2N)cc(OC)c1OC
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1O,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1O>>COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][c:7]2[cH:8][n:9][c:10]([NH2:11])[n:12][c:13]2[NH2:14])[cH:15][c:16]([O:17][CH3:18])[c:19]1[OH:20]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][c:7]2[cH:8][n:9][c:10]([NH2:11])[n:12][c:13]2[NH2:14])[cH:15][c:16]([O:17][CH3:18])[c:19]1[O:20]C,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1[O:1]C
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(Cc2cnc(N)[n+]([O-])c2N)cc(OC)c1OC,COc1cc(Cc2cnc(N)[n+]([O-])c2N)cc(OC)c1OC>>COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][c:7]2[cH:8][n:9][c:10]([NH2:11])[n+:12]([O-])[c:13]2[NH2:14])[cH:15][c:16]([O:17][CH3:18])[c:19]1[O:20][CH3:21]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][c:7]2[cH:8][n:9][c:10]([NH2:11])[n:12][c:13]2[NH2:14])[cH:15][c:16]([O:17][CH3:18])[c:19]1[O:20][CH3:21],COc1cc(Cc2cnc(N)[n:1]c2N)cc(OC)c1OC
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(C(O)c2cnc(N)nc2N)cc(OC)c1OC,COc1cc(C(O)c2cnc(N)nc2N)cc(OC)c1OC>>COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,[CH3:1][O:2][c:3]1[cH:4][c:5]([CH:6](O)[c:7]2[cH:8][n:9][c:10]([NH2:11])[n:12][c:13]2[NH2:14])[cH:15][c:16]([O:17][CH3:18])[c:19]1[O:20][CH3:21]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][c:7]2[cH:8][n:9][c:10]([NH2:11])[n:12][c:13]2[NH2:14])[cH:15][c:16]([O:17][CH3:18])[c:19]1[O:20][CH3:21],COc1cc([CH2:1]c2cnc(N)nc2N)cc(OC)c1OC
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(Cc2cnc(N)nc2N)cc(O)c1OC,COc1cc(Cc2cnc(N)nc2N)cc(O)c1OC>>COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][c:7]2[cH:8][n:9][c:10]([NH2:11])[n:12][c:13]2[NH2:14])[cH:15][c:16]([OH:17])[c:19]1[O:20][CH3:21]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][c:7]2[cH:8][n:9][c:10]([NH2:11])[n:12][c:13]2[NH2:14])[cH:15][c:16]([O:17]C)[c:19]1[O:20][CH3:21],COc1cc(Cc2cnc(N)nc2N)cc([O:1]C)c1OC
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,COc1cc2c(cc1C(N)=O)c(Oc1ccc(NC(=O)NC3CC3)c(Cl)c1)cc[n+]2[O-],COc1cc2c(cc1C(N)=O)c(Oc1ccc(NC(=O)NC3CC3)c(Cl)c1)cc[n+]2[O-]>>COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,[CH3:1][O:2][c:3]1[cH:4][c:5]2[c:25]([cH:26][c:27]1[C:28]([NH2:29])=[O:30])[c:9]([O:10][c:11]1[cH:12][cH:13][c:14]([NH:15][C:16](=[O:17])[NH:18][CH:19]3[CH2:20][CH2:21]3)[c:22]([Cl:23])[cH:24]1)[cH:8][cH:7][n+:6]2[O-]>>[CH3:1][O:2][c:3]1[cH:4][c:5]2[n:6][cH:7][cH:8][c:9]([O:10][c:11]3[cH:12][cH:13][c:14]([NH:15][C:16](=[O:17])[NH:18][CH:19]4[CH2:20][CH2:21]4)[c:22]([Cl:23])[cH:24]3)[c:25]2[cH:26][c:27]1[C:28]([NH2:29])=[O:30],COc1cc2c(cc1C(N)=O)c(Oc1ccc(NC(=O)NC3CC3)c(Cl)c1)cc[n:1]2
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,NC(=O)c1cc2c(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)ccnc2cc1O,NC(=O)c1cc2c(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)ccnc2cc1O>>COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,[NH2:29][C:28](=[O:30])[c:27]1[cH:26][c:25]2[c:9]([O:10][c:11]3[cH:12][cH:13][c:14]([NH:15][C:16](=[O:17])[NH:18][CH:19]4[CH2:20][CH2:21]4)[c:22]([Cl:23])[cH:24]3)[cH:8][cH:7][n:6][c:5]2[cH:4][c:3]1[OH:2]>>C[O:2][c:3]1[cH:4][c:5]2[n:6][cH:7][cH:8][c:9]([O:10][c:11]3[cH:12][cH:13][c:14]([NH:15][C:16](=[O:17])[NH:18][CH:19]4[CH2:20][CH2:21]4)[c:22]([Cl:23])[cH:24]3)[c:25]2[cH:26][c:27]1[C:28]([NH2:29])=[O:30],C[O:1]c1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1>>COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH:8]([CH3:9])[NH:10][CH2:11][CH:12]([OH:13])[c:14]2[cH:15][cH:16][c:17]([O:18]S(=O)(=O)O)[c:19]([NH:20][CH:21]=[O:22])[cH:23]2)[cH:24][cH:25]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH:8]([CH3:9])[NH:10][CH2:11][CH:12]([OH:13])[c:14]2[cH:15][cH:16][c:17]([OH:18])[c:19]([NH:20][CH:21]=[O:22])[cH:23]2)[cH:24][cH:25]1,COc1ccc(CC(C)NCC(O)c2ccc([OH:1])c(NC=O)c2)cc1
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1,CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1>>COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,[CH3:9][CH:8]([CH2:7][c:6]1[cH:5][cH:4][c:3]([OH:2])[cH:25][cH:24]1)[NH:10][CH2:11][CH:12]([OH:13])[c:14]1[cH:15][cH:16][c:17]([OH:18])[c:19]([NH:20][CH:21]=[O:22])[cH:23]1>>C[O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH:8]([CH3:9])[NH:10][CH2:11][CH:12]([OH:13])[c:14]2[cH:15][cH:16][c:17]([OH:18])[c:19]([NH:20][CH:21]=[O:22])[cH:23]2)[cH:24][cH:25]1,CC(Cc1ccc([O:1]C)cc1)NCC(O)c1ccc(O)c(NC=O)c1
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1>>COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH:8]([CH3:9])[NH:10][CH2:11][CH:12]([OH:13])[c:14]2[cH:15][cH:16][c:17]([OH:18])[c:19]([NH2:20])[cH:23]2)[cH:24][cH:25]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH:8]([CH3:9])[NH:10][CH2:11][CH:12]([OH:13])[c:14]2[cH:15][cH:16][c:17]([OH:18])[c:19]([NH:20]C=O)[cH:23]2)[cH:24][cH:25]1,COc1ccc(CC(C)NCC(O)c2ccc(O)c([NH:1]C=O)c2)cc1
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(O)c(NC=O)c2)cc1>>COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH:8]([CH3:9])[NH:10][CH2:11][CH:12]([O:13]C2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[c:14]2[cH:15][cH:16][c:17]([OH:18])[c:19]([NH:20][CH:21]=[O:22])[cH:23]2)[cH:24][cH:25]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH:8]([CH3:9])[NH:10][CH2:11][CH:12]([OH:13])[c:14]2[cH:15][cH:16][c:17]([OH:18])[c:19]([NH:20][CH:21]=[O:22])[cH:23]2)[cH:24][cH:25]1,COc1ccc(CC(C)NCC(c2ccc(O)c(NC=O)c2)[OH:1])cc1
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(NC=O)c2)cc1>>COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH:8]([CH3:9])[NH:10][CH2:11][CH:12]([OH:13])[c:14]2[cH:15][cH:16][c:17]([O:18]C3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[c:19]([NH:20][CH:21]=[O:22])[cH:23]2)[cH:24][cH:25]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH:8]([CH3:9])[NH:10][CH2:11][CH:12]([OH:13])[c:14]2[cH:15][cH:16][c:17]([OH:18])[c:19]([NH:20][CH:21]=[O:22])[cH:23]2)[cH:24][cH:25]1,COc1ccc(CC(C)NCC(O)c2ccc([OH:1])c(NC=O)c2)cc1
COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(N)=O)cc1,NC(=O)C1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(O)cc1,NC(=O)C1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(O)cc1>>COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(N)=O)cc1,[NH2:24][C:23](=[O:25])[CH:22]1[CH2:21][c:20]2[c:12]([nH:13][c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]23)[CH2:11][N:10]1[S:7](=[O:8])(=[O:9])[c:6]1[cH:5][cH:4][c:3]([OH:2])[cH:27][cH:26]1>>C[O:2][c:3]1[cH:4][cH:5][c:6]([S:7](=[O:8])(=[O:9])[N:10]2[CH2:11][c:12]3[nH:13][c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]4[c:20]3[CH2:21][CH:22]2[C:23]([NH2:24])=[O:25])[cH:26][cH:27]1,C[O:1]c1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(N)=O)cc1
COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(N)=O)cc1,COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(N)=O)cc1O,COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(N)=O)cc1O>>COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(N)=O)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([S:7](=[O:8])(=[O:9])[N:10]2[CH2:11][c:12]3[nH:13][c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]4[c:20]3[CH2:21][CH:22]2[C:23]([NH2:24])=[O:25])[cH:26][c:27]1O>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([S:7](=[O:8])(=[O:9])[N:10]2[CH2:11][c:12]3[nH:13][c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]4[c:20]3[CH2:21][CH:22]2[C:23]([NH2:24])=[O:25])[cH:26][cH:27]1,COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(N)=O)c[cH:1]1
COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(N)=O)cc1,COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3C=C2C(N)=O)cc1,COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3C=C2C(N)=O)cc1>>COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(N)=O)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([S:7](=[O:8])(=[O:9])[N:10]2[CH2:11][c:12]3[nH:13][c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]4[c:20]3[CH:21]=[C:22]2[C:23]([NH2:24])=[O:25])[cH:26][cH:27]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([S:7](=[O:8])(=[O:9])[N:10]2[CH2:11][c:12]3[nH:13][c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]4[c:20]3[CH2:21][CH:22]2[C:23]([NH2:24])=[O:25])[cH:26][cH:27]1,COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3[CH2:1][CH:1]2C(N)=O)cc1
COc1ccc2ccc(=O)oc2c1CC=C(C)C,COc1ccc2c(c1CC=C(C)C)OC(O)C(CC(=O)O)=C2,COc1ccc2c(c1CC=C(C)C)OC(O)C(CC(=O)O)=C2>>COc1ccc2ccc(=O)oc2c1CC=C(C)C,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:12]([c:13]1[CH2:14][CH:15]=[C:16]([CH3:17])[CH3:18])[O:11]C(O)[C:8](C[C:9](=[O:10])O)=[CH:7]2>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[cH:7][cH:8][c:9](=[O:10])[o:11][c:12]2[c:13]1[CH2:14][CH:15]=[C:16]([CH3:17])[CH3:18],COc1cc[c:1]2[cH:1][cH:1][c:1](=O)[o:1][c:1]2c1CC=C(C)C
COc1ccc2ccc(=O)oc2c1CC=C(C)C,CC(C)=CCc1c(O)ccc2ccc(=O)oc12,CC(C)=CCc1c(O)ccc2ccc(=O)oc12>>COc1ccc2ccc(=O)oc2c1CC=C(C)C,[CH3:17][C:16]([CH3:18])=[CH:15][CH2:14][c:13]1[c:3]([OH:2])[cH:4][cH:5][c:6]2[cH:7][cH:8][c:9](=[O:10])[o:11][c:12]12>>C[O:2][c:3]1[cH:4][cH:5][c:6]2[cH:7][cH:8][c:9](=[O:10])[o:11][c:12]2[c:13]1[CH2:14][CH:15]=[C:16]([CH3:17])[CH3:18],CC(C)=CCc1c([O:1]C)ccc2ccc(=O)oc12
COc1ccc2ccc(=O)oc2c1CC=C(C)C,COc1ccc2ccc(=O)oc2c1C/C=C(\C)CO,COc1ccc2ccc(=O)oc2c1C/C=C(\C)CO>>COc1ccc2ccc(=O)oc2c1CC=C(C)C,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[cH:7][cH:8][c:9](=[O:10])[o:11][c:12]2[c:13]1[CH2:14]/[CH:15]=[C:16](\[CH3:17])[CH2:18]O>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[cH:7][cH:8][c:9](=[O:10])[o:11][c:12]2[c:13]1[CH2:14][CH:15]=[C:16]([CH3:17])[CH3:18],COc1ccc2ccc(=O)oc2c1CC=C(C)[CH3:1]
COc1ccc2ccc(=O)oc2c1CC=C(C)C,C=C(C)/C=C/c1c(OC)ccc2ccc(=O)oc12,C=C(C)/C=C/c1c(OC)ccc2ccc(=O)oc12>>COc1ccc2ccc(=O)oc2c1CC=C(C)C,[CH2:17]=[C:16]([CH3:18])/[CH:15]=[CH:14]/[c:13]1[c:3]([O:2][CH3:1])[cH:4][cH:5][c:6]2[cH:7][cH:8][c:9](=[O:10])[o:11][c:12]12>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[cH:7][cH:8][c:9](=[O:10])[o:11][c:12]2[c:13]1[CH2:14][CH:15]=[C:16]([CH3:17])[CH3:18],COc1ccc2ccc(=O)oc2c1[CH2:1][CH:1]=[C:1](C)[CH3:1]
COc1ccc2ccc(=O)oc2c1CC=C(C)C,COc1ccc2cc(O)c(=O)oc2c1CC=C(C)C,COc1ccc2cc(O)c(=O)oc2c1CC=C(C)C>>COc1ccc2ccc(=O)oc2c1CC=C(C)C,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[cH:7][c:8](O)[c:9](=[O:10])[o:11][c:12]2[c:13]1[CH2:14][CH:15]=[C:16]([CH3:17])[CH3:18]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[cH:7][cH:8][c:9](=[O:10])[o:11][c:12]2[c:13]1[CH2:14][CH:15]=[C:16]([CH3:17])[CH3:18],COc1ccc2c[cH:1]c(=O)oc2c1CC=C(C)C
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)CO)cc2)nc(-c2ncccn2)nc1OCCO,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)CO)cc2)nc(-c2ncccn2)nc1OCCO>>COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[O:9][c:10]1[c:11]([NH:12][S:13](=[O:14])(=[O:15])[c:16]2[cH:17][cH:18][c:19]([C:20]([CH3:21])([CH3:22])[CH2:23]O)[cH:24][cH:25]2)[n:26][c:27](-[c:28]2[n:29][cH:30][cH:31][cH:32][n:33]2)[n:34][c:35]1[O:36][CH2:37][CH2:38][OH:39]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[O:9][c:10]1[c:11]([NH:12][S:13](=[O:14])(=[O:15])[c:16]2[cH:17][cH:18][c:19]([C:20]([CH3:21])([CH3:22])[CH3:23])[cH:24][cH:25]2)[n:26][c:27](-[c:28]2[n:29][cH:30][cH:31][cH:32][n:33]2)[n:34][c:35]1[O:36][CH2:37][CH2:38][OH:39],COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)[CH3:1])cc2)nc(-c2ncccn2)nc1OCCO
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,CC(C)(C)c1ccc(S(=O)(=O)Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2ccccc2O)cc1,CC(C)(C)c1ccc(S(=O)(=O)Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2ccccc2O)cc1>>COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,[CH3:21][C:20]([CH3:22])([CH3:23])[c:19]1[cH:18][cH:17][c:16]([S:13](=[O:14])(=[O:15])[NH:12][c:11]2[n:26][c:27](-[c:28]3[n:29][cH:30][cH:31][cH:32][n:33]3)[n:34][c:35]([O:36][CH2:37][CH2:38][OH:39])[c:10]2[O:9][c:8]2[cH:7][cH:6][cH:5][cH:4][c:3]2[OH:2])[cH:25][cH:24]1>>C[O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[O:9][c:10]1[c:11]([NH:12][S:13](=[O:14])(=[O:15])[c:16]2[cH:17][cH:18][c:19]([C:20]([CH3:21])([CH3:22])[CH3:23])[cH:24][cH:25]2)[n:26][c:27](-[c:28]2[n:29][cH:30][cH:31][cH:32][n:33]2)[n:34][c:35]1[O:36][CH2:37][CH2:38][OH:39],CC(C)(C)c1ccc(S(=O)(=O)Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2ccccc2[O:1]C)cc1
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,NCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,NCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1>>CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,[NH2:7][CH2:8][c:9]1[cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][c:16]3[n:17][cH:18][n:19][c:20]([NH:21][c:22]4[cH:23][cH:24][c:25]([O:26][CH2:27][c:28]5[cH:29][cH:30][cH:31][c:32]([F:33])[cH:34]5)[c:35]([Cl:36])[cH:37]4)[c:38]3[cH:39]2)[o:40]1>>CS(=O)(=O)CC[NH:7][CH2:8][c:9]1[cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][c:16]3[n:17][cH:18][n:19][c:20]([NH:21][c:22]4[cH:23][cH:24][c:25]([O:26][CH2:27][c:28]5[cH:29][cH:30][cH:31][c:32]([F:33])[cH:34]5)[c:35]([Cl:36])[cH:37]4)[c:38]3[cH:39]2)[o:40]1,CS(=O)(=O)CC[NH:1]Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(O)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(O)c(Cl)c4)c3c2)o1>>CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,[CH3:1][S:2](=[O:3])(=[O:4])[CH2:5][CH2:6][NH:7][CH2:8][c:9]1[cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][c:16]3[n:17][cH:18][n:19][c:20]([NH:21][c:22]4[cH:23][cH:24][c:25]([OH:26])[c:35]([Cl:36])[cH:37]4)[c:38]3[cH:39]2)[o:40]1>>[CH3:1][S:2](=[O:3])(=[O:4])[CH2:5][CH2:6][NH:7][CH2:8][c:9]1[cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][c:16]3[n:17][cH:18][n:19][c:20]([NH:21][c:22]4[cH:23][cH:24][c:25]([O:26]Cc5cccc(F)c5)[c:35]([Cl:36])[cH:37]4)[c:38]3[cH:39]2)[o:40]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc([O:1]Cc5cccc(F)c5)c(Cl)c4)c3c2)o1
