substrate,all_predictions,metabolites,top_5
CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)C(O)[C@H](O)[C@H](O)[C@H](O)CO)N(C)C1|CCC[C@H]1CN[C@H](C(=O)N[C@@H](C(C)Cl)[C@@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@@H]2O)C1|CCC[C@@H]1C[C@@H](C(=O)N[C@H](C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)C(O)C(O)C(O)C(=O)O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)N[C@@H](C(C)Cl)[C@H]2O[C@H](SC)[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)N(C)C1|CCC[C@H]1CN[C@H](C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(OS(=O)(=O)O)C2O)C1|CCC[C@H]1CN[C@H](C(=O)N[C@@H](C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)C1|CS[C@@H]1O[C@H](C(Cl)CCl)[C@H](O)[C@H](O)[C@H]1O|CCC[C@H]1C[C@H](C(=O)N[C@H](C(C)Cl)[C@@H](O)[C@H](O)[C@H](O)CO)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(OS(=O)(=O)O)C2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O[C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)N(C)C1|CCC[C@H]1CN[C@H](C(=O)N[C@@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)C1|CCC[C@@H]1C[C@@H](C(=O)N[C@@H](C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O[C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)N(C)C1|CS[C@@H]1O[C@H](C(C)Cl)[C@H](O)[C@H](O)[C@H]1O|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)N[C@H](C(C)Cl)[C@H]2O[C@H](SC)[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)N(C)C1|CS[C@H]1O[C@@H](C(N)C(C)Cl)[C@H](O)[C@H](O)[C@H]1O|CCC[C@@H]1C[C@@H](C(=O)N[C@H](C(C)Cl)[C@H]2O[C@H](SC)[C@H](OS(=O)(=O)O)[C@@H](O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)N(C)C1|CCC[C@H]1C[C@H](C(=O)N[C@H](C(C)Cl)[C@@H]2O[C@H](SC)[C@H](OS(=O)(=O)[O-])[C@H](O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)N[C@H](C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)N[C@H](C(C)Cl)[C@H]2O[C@H](SC)[C@H](OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)N[C@H](C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](OS(=O)(=O)O)[C@H]2O)N(C)C1|CS[C@@H]1O[C@H](C(N)C(C)Cl)[C@H](O)[C@H](O)[C@H]1O|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](OS(=O)(=O)O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)N[C@H](C(C)Cl)[C@H]2O[C@H](SC)[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)N(C)C1,CCC[C@H]1CN[C@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](S(C)=O)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)C(O)[C@H](O)[C@H](O)[C@H](O)CO)N(C)C1|CCC[C@H]1CN[C@H](C(=O)N[C@@H](C(C)Cl)[C@@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@@H]2O)C1|CCC[C@@H]1C[C@@H](C(=O)N[C@H](C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)C(O)C(O)C(O)C(=O)O)N(C)C1|CCC[C@@H]1C[C@@H](C(=O)N[C@@H](C(C)Cl)[C@H]2O[C@H](SC)[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)N(C)C1
CN[C@@H](C)[C@H](O)c1ccccc1,CN[C@@H](C)[C@H](O)c1ccc(O)c(O)c1|C[C@H](N)[C@H](O)c1ccc(O)cc1|CN[C@@H](C)[C@H](O)c1ccc(O)cc1|C[C@H](N)[C@H](O)c1ccccc1|CC(N)C(=O)c1ccccc1|C[C@@H](N)[C@H](O)c1ccccc1|C[C@@H](N)C(O)c1ccc(O)cc1|CNC(C)C(O)c1ccc(O)cc1|C[C@@H](N)[C@@H](O)c1ccc(O)cc1|CC(N)[C@H](O)c1ccccc1|C[C@@H](N)[C@H](O)c1ccc(O)cc1|CNC(C)C(=O)c1ccccc1|CC(N)C(O)c1ccccc1|CN[C@@H](C)C(=O)c1ccccc1|C[C@@H](N)[C@@H](O)c1ccccc1|CC(=O)C(=O)c1ccccc1|CC(=O)N[C@@H](C)[C@H](O)c1ccccc1,C[C@H](O)[C@H](O)c1ccccc1|C[C@@H](N)[C@@H](O)c1ccccc1,CN[C@@H](C)[C@H](O)c1ccc(O)c(O)c1|C[C@H](N)[C@H](O)c1ccc(O)cc1|CN[C@@H](C)[C@H](O)c1ccc(O)cc1|C[C@H](N)[C@H](O)c1ccccc1|CC(N)C(=O)c1ccccc1
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,Cc1cc(O)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCN=C1O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCN=C1O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N1CCCN=C1O)C(C)(C)O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N1CCCNC1=O)C(C)(C)O|Cc1cc(O)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O|Cc1cc(O)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1O|Cc1cccc(C)c1OCC(O)=N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|CC(=O)N[C@H](C(=O)N[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)COc1c(C)cccc1C)C(C)(C)O|Cc1cccc(CO)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|Cc1cc(O)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)CO)N1CCCNC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)N1CCCNC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@@H](N)C(C)C,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1C(=O)NCCC1O,Cc1cc(O)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCN=C1O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCN=C1O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,O=C(O)c1cn(Cc2c(F)cccc2F)nn1|NC(=O)c1c[nH]nn1|O=C([O-])c1cn(Cc2c(F)ccc(O)c2F)nn1|NC(=O)c1ncn(Cc2c(F)cccc2F)n1|O=C([O-])c1cn(Cc2c(F)cccc2F)nn1|NC(=O)c1cn(Cc2c(F)ccc(O)c2F)nn1|NC(=O)c1cn(Cc2c(F)cc(O)cc2F)nn1|N=C(O)c1cn(Cc2c(F)ccc(O)c2F)nn1|O=C(O)c1cn(Cc2c(F)ccc(O)c2F)nn1|NC(=O)c1cn(C(O)c2c(F)cccc2F)nn1,O=C(O)c1cn(Cc2c(F)cccc2F)nn1,O=C(O)c1cn(Cc2c(F)cccc2F)nn1|NC(=O)c1c[nH]nn1|O=C([O-])c1cn(Cc2c(F)ccc(O)c2F)nn1|NC(=O)c1ncn(Cc2c(F)cccc2F)n1|O=C([O-])c1cn(Cc2c(F)cccc2F)nn1
O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,Nc1ccc(C(O)C(COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl)cc1|O=C(O)/C=C/c1ccc([N+](=O)[O-])cc1|N[C@@H](COC(=O)CCC(=O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1|N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|N[C@@H](COC(=O)CCC(=O)O)[C@@H](O)c1ccc([N+](=O)[O-])cc1|Nc1ccc([C@@H](O)[C@H](COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl)cc1|N[C@@H](COC(=O)CCC(=O)O)C(O)c1ccc([N+](=O)[O-])cc1,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,Nc1ccc(C(O)C(COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl)cc1|O=C(O)/C=C/c1ccc([N+](=O)[O-])cc1|N[C@@H](COC(=O)CCC(=O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1|N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|N[C@@H](COC(=O)CCC(=O)O)[C@@H](O)c1ccc([N+](=O)[O-])cc1
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,NC(CO)C(O)c1ccc([N+](=O)[O-])cc1|N[C@@H](CO)C(O)c1ccc([N+](=O)[O-])cc1|O=[N+]([O-])c1ccc([C@@H](O)[C@@H](O)CO)cc1|O=C(CCl)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|O=[N+]([O-])c1ccc([C@@H](O)[C@@H](O)[C@H](O)CO)cc1|O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)(Cl)Cl|Nc1ccc([C@@H](O)[C@H](CO)NC(=O)C(Cl)Cl)cc1|N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|Nc1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1|O=C(N[C@H](COS(=O)(=O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl|O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)(Cl)Cl,O=C(CO)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|Nc1ccc([C@@H](O)[C@H](N)CO)cc1|O=C(O)C(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|CC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1|O=C(N[C@H](COS(=O)(=O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl|O=C(N[C@H](COC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,NC(CO)C(O)c1ccc([N+](=O)[O-])cc1|N[C@@H](CO)C(O)c1ccc([N+](=O)[O-])cc1|O=[N+]([O-])c1ccc([C@@H](O)[C@@H](O)CO)cc1|O=C(CCl)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCC(=O)O)[C@@H](O)[C@H]3O)c2n1|OCCO[C@H]1C[C@H](n2nnc3c(N[C@@H]4C[C@H](c5ccc(F)c(F)c5)[C@@H](O)[C@H]4O)nc(S)nc32)[C@H](O)[C@@H]1O|OCCO[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)ncnc32)[C@H](O)[C@@H]1O|CC(O)CSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1|CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1|OCCO[C@H]1C[C@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(O)nc32)[C@H](O)[C@@H]1O|OCCO[C@H]1C[C@H](n2nnc3c(N[C@@H]4C[C@H](c5ccc(F)c(F)c5)[C@@H](O)[C@H]4O)nc(O)nc32)[C@H](O)[C@@H]1O|OCCO[C@H]1C[C@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)ncnc32)[C@H](O)[C@@H]1O|OCCO[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(O)nc32)[C@H](O)[C@@H]1O|CCCS(=O)c1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1|CCCS(=O)c1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1|OCCO[C@@H]1C[C@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(O)nc32)[C@H](O)[C@@H]1O|OCCO[C@@H]1C[C@H](n2nnc3c(N[C@@H]4C[C@H](c5ccc(F)c(F)c5)[C@@H](O)[C@H]4O)nc(O)nc32)[C@H](O)[C@@H]1O|CC(O)SCCNc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CCCSc1nc(N)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1|CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCC(=O)O)[C@@H](O)[C@H]3O)c2n1|OCCO[C@H]1C[C@H](n2nnc3c(N[C@@H]4C[C@H](c5ccc(F)c(F)c5)[C@@H](O)[C@H]4O)nc(S)nc32)[C@H](O)[C@@H]1O|OCCO[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)ncnc32)[C@H](O)[C@@H]1O|CC(O)CSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1|CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,CCCCCCCCc1ccc(CCC(N)(CO)COC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1|CCCCCCCCc1ccc(CCC(N)(CO)COC2OC(C(=O)O)C(O)C(O)C2O)cc1|CCCCCCCCc1ccc(CCC(=O)CO)cc1|NC(CO)(CO)CCc1ccc(CCCCCCCO)cc1|CCCCCCCCc1ccc(CCC(N)(CO)C(=O)O)cc1|NC(CO)(CO)CCc1ccc(CCCCCCCCO)cc1|NC(CO)(CO)CCc1ccc(C(=O)O)cc1,CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1,CCCCCCCCc1ccc(CCC(N)(CO)COC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1|CCCCCCCCc1ccc(CCC(N)(CO)COC2OC(C(=O)O)C(O)C(O)C2O)cc1|CCCCCCCCc1ccc(CCC(=O)CO)cc1|NC(CO)(CO)CCc1ccc(CCCCCCCO)cc1|CCCCCCCCc1ccc(CCC(N)(CO)C(=O)O)cc1
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,O=C1OC(CO)CN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)c(F)c1|O=C(O)[C@@H]1CN(c2ccc(-c3ccc(-c4nn[nH]n4)nc3)c(F)c2)C(=O)O1|O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3nnn[nH]3)nc2)c(F)c1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C(=O)O)OC4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COC5OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)OC4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COC5OC(C(=O)O)C(O)C(O)C5O)OC4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COC5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)OC4=O)cc3F)cn2)n1|O=C(O)Nc1ccc(-c2ccc(-c3nnn(CO)n3)nc2)c(F)c1|O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3nnn(CO)n3)nc2)c(F)c1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COS(=O)(=O)O)OC4=O)cc3F)cn2)n1|O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)c(F)c1|O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3nnc[nH]3)nc2)c(F)c1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C(=O)O)OC4O)cc3F)cn2)n1,O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)c(F)c1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C=S(=O)([O-])[O-])OC4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(NCC(=O)O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C(=O)O)OC4=O)cc3F)cn2)n1,O=C1OC(CO)CN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)c(F)c1|O=C(O)[C@@H]1CN(c2ccc(-c3ccc(-c4nn[nH]n4)nc3)c(F)c2)C(=O)O1|O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3nnn[nH]3)nc2)c(F)c1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C(=O)O)OC4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COC5OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)OC4=O)cc3F)cn2)n1
O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)C1=CC2Cc3cccc(OC4OC(CO)C(O)C(O)C4O)c3C(=O)C2C(OC2OC(CO)C(O)C(O)C2O)=C1|O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cccc31)c1cc(C(=O)O)cc(O)c1C2=O|O=C(O)C1=CC2Cc3cccc(OC4OC(C(=O)O)CC(O)C4O)c3C(=O)C2C(OC2OC(CO)C(O)C(O)C2O)=C1|O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O)c1C2=O|O=C(O)C1=CC2Cc3cccc(O)c3C(=O)C2C(OC2OC(CO)C(O)C(O)C2O)=C1|O=C(O)c1cc(O)c2c(c1)C1c3c(O)cc(C(=O)O)cc3C(c3cccc(O)c3C2=O)C1c1cccc(O)c1C(=O)c1c(O)cccc1O|O=C(O)C1=CC2Cc3cccc(OC4OC(CO)C(O)C(O)C4O)c3C(=O)C2C(O)=C1|O=C(O)C1=CC2Cc3cccc(OC4OC(CO)C(O)C(O)C4O)c3C(=O)C2C(OC2OC(C(=O)O)CC(O)C2O)=C1|O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C([O-])c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(O)c1C2=O|O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C([O-])c3c(O)cc(C(=O)O)cc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O|O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cccc31)c1cccc(O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O)c1C2=O,O=C(O)C1=CC2Cc3cccc(OC4OC(CO)C(O)C(O)C4O)c3C(=O)C2C(OC2OC(CO)C(O)C(O)C2O)=C1|O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cccc31)c1cc(C(=O)O)cc(O)c1C2=O|O=C(O)C1=CC2Cc3cccc(OC4OC(C(=O)O)CC(O)C4O)c3C(=O)C2C(OC2OC(CO)C(O)C(O)C2O)=C1|O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O)c1C2=O|O=C(O)C1=CC2Cc3cccc(O)c3C(=O)C2C(OC2OC(CO)C(O)C(O)C2O)=C1
Clc1ccc(CCCOCCCN2CCCCC2)cc1,OC(CCOCCCN1CCCCC1)c1ccc(Cl)cc1|OC1CCCN(CCCOCCCc2ccc(Cl)cc2)C1|OCCCOCCCN1CCCCC1|OCCCc1ccc(Cl)cc1|OC(CCN1CCCCC1)c1ccc(Cl)cc1|Oc1ccc(CCCOCCCN2CCCCC2)cc1|[O-][N+]1(CCCOCCCc2ccc(Cl)cc2)CCCCC1|OC1CCN(CCCOCCCc2ccc(Cl)cc2)CC1|OCCCN1CCCCC1|O=C(CCOCCCc1ccc(Cl)cc1)N1CCCCC1|O=C(O)CCN1CCCCC1|O=C(O)CCc1ccc(Cl)cc1|O=C(O)CCOCCCc1ccc(Cl)cc1|Oc1cc(Cl)ccc1CCCOCCCN1CCCCC1,O=C(O)CCCCNCCCOCCCc1ccc(Cl)cc1|[O-][N+]1(CCCOCCCc2ccc(Cl)cc2)CCCCC1,OC(CCOCCCN1CCCCC1)c1ccc(Cl)cc1|OC1CCCN(CCCOCCCc2ccc(Cl)cc2)C1|OCCCOCCCN1CCCCC1|OCCCc1ccc(Cl)cc1|OC(CCN1CCCCC1)c1ccc(Cl)cc1
